Z109454274-t1,-13.4
Z826865944-t1,-13.4
Z19112004-t1,-13.2
Z899143488-t1,-13.2
Z1744574905-t1,-13.1
Z306806562-t1,-13.1
Z14678867-t1,-13.0
Z236706162-t1,-13.0
Z27274495-t1,-13.0
Z28590966-t1,-13.0
Z29404046-t1,-13.0
Z31305719-t1,-13.0
Z73446833-t1,-13.0
Z15910616-t1,-12.9
Z16392845-t1,-12.9
Z2472759376-t1,-12.9
Z1213671544-t1,-12.8
Z1213671882-t1,-12.8
Z14133595-t1,-12.8
Z14138952-t1,-12.8
Z18302193-t1,-12.8
Z27274220-t1,-12.8
Z29515040-t1,-12.8
Z297063454-t1,-12.8
Z30517250-t1,-12.8
Z31097682-t1,-12.8
Z31103442-t1,-12.8
Z52578093-t1,-12.8
Z73446909-t1,-12.8
Z81619421-t1,-12.8
Z89403279-t1,-12.8
Z92141261-t1,-12.8
Z998726542-t1,-12.8
Z106767528-t1,-12.7
Z109734356-t1,-12.7
Z110096450-t1,-12.7
Z1157795850-t1,-12.7
Z14078479-t1,-12.7
Z20258110-t1,-12.7
Z29403976-t1,-12.7
Z29514111-t1,-12.7
Z30011569-t1,-12.7
Z316489828-t1,-12.7
Z56765892-t1,-12.7
Z71170002-t1,-12.7
Z82229522-t1,-12.7
Z826681950-t1,-12.7
Z95899883-t1,-12.7
Z109734606-t1,-12.6
Z110100908-t1,-12.6
Z16269778-t1,-12.6
Z18301962-t1,-12.6
Z18372684-t1,-12.6
Z203722228-t1,-12.6
Z24221470-t1,-12.6
Z25372599-t1,-12.6
Z26794589-t1,-12.6
Z27685116-t1,-12.6
Z29513735-t1,-12.6
Z324843100-t1,-12.6
Z33097000-t1,-12.6
Z4176437479-t1,-12.6
Z56755036-t1,-12.6
Z56787496-t1,-12.6
Z57066820-t1,-12.6
Z82251820-t1,-12.6
Z92102701-t1,-12.6
Z110097170-t1,-12.5
Z1157834311-t1,-12.5
Z1213671597-t1,-12.5
Z152917700-t1,-12.5
Z1557777988-t1,-12.5
Z15624254-t1,-12.5
Z1629545552-t1,-12.5
Z169649692-t1,-12.5
Z19052162-t1,-12.5
Z19080294-t1,-12.5
Z19178940-t1,-12.5
Z19713347-t1,-12.5
Z217617620-t1,-12.5
Z22563265-t1,-12.5
Z229385442-t1,-12.5
Z26765335-t1,-12.5
Z268626546-t1,-12.5
Z27473899-t1,-12.5
Z275857500-t1,-12.5
Z27715707-t1,-12.5
Z28590986-t1,-12.5
Z288857324-t1,-12.5
Z29513047-t1,-12.5
Z29699935-t1,-12.5
Z300277204-t1,-12.5
Z3006590589-t1,-12.5
Z306812480-t1,-12.5
Z31091821-t1,-12.5
Z317172632-t1,-12.5
Z324843108-t1,-12.5
Z3476996138-t1,-12.5
Z4150888104-t1,-12.5
Z56763758-t1,-12.5
Z56773462-t1,-12.5
Z56843429-t1,-12.5
Z594975208-t1,-12.5
Z90963502-t1,-12.5
Z92077598-t1,-12.5
Z92102630-t1,-12.5
Z96834862-t1,-12.5
Z99394334-t1,-12.5
Z104204150-t1,-12.4
Z110096464-t1,-12.4
Z112161208-t1,-12.4
Z1213670261-t1,-12.4
Z131792300-t1,-12.4
Z1348237818-t1,-12.4
Z144303782-t1,-12.4
Z15566385-t1,-12.4
Z15897566-t1,-12.4
Z15994924-t1,-12.4
Z16202871-t1,-12.4
Z1650187729-t1,-12.4
Z18300746-t1,-12.4
Z18301045-t1,-12.4
Z18315595-t1,-12.4
Z18449756-t1,-12.4
Z18816975-t1,-12.4
Z18935060-t1,-12.4
Z19182659-t1,-12.4
Z19383782-t1,-12.4
Z19550273-t1,-12.4
Z19556632-t1,-12.4
Z19690555-t1,-12.4
Z20267118-t1,-12.4
Z230394762-t1,-12.4
Z235442790-t1,-12.4
Z237503150-t1,-12.4
Z24514693-t1,-12.4
Z24532134-t1,-12.4
Z25221420-t1,-12.4
Z25347504-t1,-12.4
Z26483074-t1,-12.4
Z27569557-t1,-12.4
Z283863246-t1,-12.4
Z29009335-t1,-12.4
Z29402738-t1,-12.4
Z29484488-t1,-12.4
Z297595476-t1,-12.4
Z3039322640-t1,-12.4
Z30536215-t1,-12.4
Z306807690-t1,-12.4
